split,sample_id,label,label_id
train,TCGA-BR-8373,CIN,0
train,TCGA-BR-8380,GS,2
train,TCGA-BR-8483,CIN,0
train,TCGA-BR-8485,CIN,0
train,TCGA-BR-8487,MSI,3
train,TCGA-BR-8590,GS,2
train,TCGA-BR-8592,GS,2
train,TCGA-BR-8676,EBV,1
train,TCGA-BR-8677,GS,2
train,TCGA-BR-8678,CIN,0
train,TCGA-BR-8679,CIN,0
train,TCGA-BR-8680,GS,2
train,TCGA-BR-8682,CIN,0
train,TCGA-BR-8683,CIN,0
train,TCGA-BR-8686,EBV,1
train,TCGA-BR-8687,CIN,0
train,TCGA-BR-8690,CIN,0
train,TCGA-BR-A44T,GS,2
train,TCGA-BR-A44U,CIN,0
train,TCGA-BR-A4CR,CIN,0
train,TCGA-BR-A4CS,CIN,0
train,TCGA-BR-A4IV,GS,2
train,TCGA-BR-A4J5,GS,2
train,TCGA-BR-A4J6,GS,2
train,TCGA-BR-A4J7,GS,2
train,TCGA-BR-A4J8,CIN,0
train,TCGA-BR-A4J9,GS,2
train,TCGA-BR-A4PF,CIN,0
train,TCGA-CD-5800,CIN,0
train,TCGA-CD-5801,EBV,1
train,TCGA-CD-5803,GS,2
train,TCGA-CD-5804,CIN,0
train,TCGA-CD-5813,GS,2
train,TCGA-CD-8524,CIN,0
train,TCGA-CD-8525,CIN,0
train,TCGA-CD-8526,CIN,0
train,TCGA-CD-8527,CIN,0
train,TCGA-CD-8528,CIN,0
train,TCGA-CD-8530,CIN,0
train,TCGA-CD-8532,GS,2
train,TCGA-CD-A486,CIN,0
train,TCGA-CD-A487,CIN,0
train,TCGA-CD-A489,CIN,0
train,TCGA-CD-A48A,CIN,0
train,TCGA-CD-A4MG,MSI,3
train,TCGA-CD-A4MH,CIN,0
train,TCGA-CG-4301,CIN,0
train,TCGA-CG-4304,CIN,0
train,TCGA-CG-4305,MSI,3
train,TCGA-CG-4306,MSI,3
train,TCGA-CG-4436,CIN,0
train,TCGA-CG-4437,CIN,0
train,TCGA-CG-4438,CIN,0
train,TCGA-CG-4440,CIN,0
train,TCGA-CG-4441,CIN,0
train,TCGA-CG-4442,MSI,3
train,TCGA-CG-4444,CIN,0
train,TCGA-CG-4462,GS,2
train,TCGA-CG-4465,MSI,3
train,TCGA-CG-4469,CIN,0
train,TCGA-CG-4476,CIN,0
train,TCGA-CG-4477,CIN,0
train,TCGA-CG-5718,CIN,0
train,TCGA-CG-5722,EBV,1
train,TCGA-CG-5723,MSI,3
train,TCGA-CG-5726,MSI,3
train,TCGA-CG-5728,MSI,3
train,TCGA-CG-5732,CIN,0
train,TCGA-CG-5733,MSI,3
train,TCGA-CG-5734,GS,2
train,TCGA-D7-6522,GS,2
train,TCGA-D7-6525,CIN,0
train,TCGA-D7-6526,CIN,0
train,TCGA-D7-6527,CIN,0
train,TCGA-D7-6528,CIN,0
train,TCGA-D7-6815,CIN,0
train,TCGA-D7-6818,CIN,0
train,TCGA-D7-6822,CIN,0
train,TCGA-D7-8570,EBV,1
train,TCGA-D7-8572,GS,2
train,TCGA-D7-8573,EBV,1
train,TCGA-D7-8574,GS,2
train,TCGA-D7-8576,CIN,0
train,TCGA-D7-8578,CIN,0
train,TCGA-D7-A4YU,CIN,0
train,TCGA-D7-A4YX,EBV,1
train,TCGA-D7-A4Z0,GS,2
train,TCGA-D7-A6EY,MSI,3
train,TCGA-D7-A6EZ,EBV,1
train,TCGA-D7-A6F2,CIN,0
train,TCGA-EQ-8122,CIN,0
train,TCGA-F1-6874,MSI,3
train,TCGA-F1-6875,CIN,0
train,TCGA-F1-A448,MSI,3
train,TCGA-FP-7829,CIN,0
train,TCGA-FP-7998,EBV,1
train,TCGA-FP-8099,CIN,0
train,TCGA-FP-8209,GS,2
train,TCGA-FP-8631,CIN,0
train,TCGA-FP-A4BF,CIN,0
train,TCGA-FP-A8CX,CIN,0
train,TCGA-HF-7132,MSI,3
train,TCGA-HF-7133,CIN,0
train,TCGA-HF-A5NB,MSI,3
train,TCGA-HJ-7597,MSI,3
train,TCGA-HU-8249,CIN,0
train,TCGA-HU-8602,MSI,3
train,TCGA-HU-8608,EBV,1
train,TCGA-HU-8610,CIN,0
train,TCGA-HU-A4G2,EBV,1
train,TCGA-HU-A4G3,GS,2
train,TCGA-HU-A4G9,MSI,3
train,TCGA-HU-A4GC,CIN,0
train,TCGA-HU-A4GF,CIN,0
train,TCGA-HU-A4GH,CIN,0
train,TCGA-HU-A4GP,CIN,0
train,TCGA-HU-A4GT,MSI,3
train,TCGA-HU-A4GU,MSI,3
train,TCGA-HU-A4GX,MSI,3
train,TCGA-HU-A4GY,GS,2
train,TCGA-HU-A4H3,MSI,3
train,TCGA-HU-A4H4,MSI,3
train,TCGA-HU-A4H5,CIN,0
train,TCGA-HU-A4H6,CIN,0
train,TCGA-IN-7808,CIN,0
train,TCGA-IN-8462,CIN,0
train,TCGA-IN-8663,CIN,0
train,TCGA-IN-A6RJ,CIN,0
train,TCGA-IN-A6RN,CIN,0
train,TCGA-IN-A6RO,CIN,0
train,TCGA-IN-A6RR,CIN,0
train,TCGA-IN-A6RS,CIN,0
train,TCGA-IN-A7NR,CIN,0
train,TCGA-IN-A7NT,CIN,0
train,TCGA-IN-AB1V,CIN,0
train,TCGA-IP-7968,CIN,0
train,TCGA-KB-A6F7,CIN,0
train,TCGA-MX-A5UJ,MSI,3
train,TCGA-MX-A663,CIN,0
train,TCGA-MX-A666,CIN,0
train,TCGA-R5-A7ZI,MSI,3
train,TCGA-R5-A7ZR,CIN,0
train,TCGA-R5-A805,CIN,0
train,TCGA-RD-A7BW,CIN,0
train,TCGA-RD-A7C1,CIN,0
train,TCGA-RD-A8MV,CIN,0
train,TCGA-RD-A8MW,CIN,0
train,TCGA-RD-A8N0,GS,2
train,TCGA-RD-A8N1,CIN,0
train,TCGA-RD-A8N2,GS,2
train,TCGA-RD-A8N4,GS,2
train,TCGA-RD-A8N5,CIN,0
train,TCGA-RD-A8N6,CIN,0
train,TCGA-RD-A8N9,CIN,0
train,TCGA-RD-A8NB,MSI,3
train,TCGA-SW-A7EA,MSI,3
train,TCGA-VQ-A8DU,CIN,0
train,TCGA-VQ-A8DV,CIN,0
train,TCGA-VQ-A8DZ,CIN,0
train,TCGA-VQ-A8E0,CIN,0
train,TCGA-VQ-A8E2,CIN,0
train,TCGA-VQ-A8E3,MSI,3
train,TCGA-VQ-A8P2,MSI,3
train,TCGA-VQ-A8P3,GS,2
train,TCGA-VQ-A8P5,CIN,0
train,TCGA-VQ-A8PB,MSI,3
train,TCGA-VQ-A8PD,GS,2
train,TCGA-VQ-A8PE,CIN,0
train,TCGA-VQ-A8PF,EBV,1
train,TCGA-VQ-A8PH,CIN,0
train,TCGA-VQ-A8PJ,CIN,0
train,TCGA-VQ-A8PO,MSI,3
train,TCGA-VQ-A8PQ,GS,2
train,TCGA-VQ-A8PU,CIN,0
train,TCGA-VQ-A91D,MSI,3
train,TCGA-VQ-A91N,CIN,0
train,TCGA-VQ-A91Q,CIN,0
train,TCGA-VQ-A91S,CIN,0
train,TCGA-VQ-A91U,CIN,0
train,TCGA-VQ-A91V,CIN,0
train,TCGA-VQ-A91X,CIN,0
train,TCGA-VQ-A91Y,CIN,0
train,TCGA-VQ-A922,CIN,0
train,TCGA-VQ-A923,EBV,1
train,TCGA-VQ-A924,MSI,3
train,TCGA-VQ-A925,CIN,0
train,TCGA-VQ-A928,GS,2
train,TCGA-VQ-A92D,CIN,0
train,TCGA-VQ-A94O,CIN,0
train,TCGA-VQ-A94P,CIN,0
train,TCGA-VQ-A94T,CIN,0
train,TCGA-VQ-AA64,CIN,0
train,TCGA-VQ-AA69,EBV,1
train,TCGA-VQ-AA6D,MSI,3
train,TCGA-VQ-AA6F,CIN,0
train,TCGA-VQ-AA6G,CIN,0
train,TCGA-ZA-A8F6,CIN,0
train,TCGA-ZQ-A9CR,CIN,0
val,TCGA-B7-5818,EBV,1
val,TCGA-BR-4256,MSI,3
val,TCGA-BR-4257,MSI,3
val,TCGA-BR-4361,MSI,3
val,TCGA-BR-4363,MSI,3
val,TCGA-BR-7197,CIN,0
val,TCGA-BR-8284,MSI,3
val,TCGA-BR-8289,CIN,0
val,TCGA-BR-8296,CIN,0
val,TCGA-BR-8297,CIN,0
val,TCGA-BR-8367,GS,2
val,TCGA-BR-8382,MSI,3
val,TCGA-BR-8384,GS,2
val,TCGA-BR-A4J4,EBV,1
val,TCGA-BR-A4QL,MSI,3
val,TCGA-CD-5799,CIN,0
val,TCGA-CD-8529,CIN,0
val,TCGA-CD-8535,CIN,0
val,TCGA-CG-4443,CIN,0
val,TCGA-CG-4466,CIN,0
val,TCGA-CG-4475,CIN,0
val,TCGA-D7-5578,CIN,0
val,TCGA-D7-6520,CIN,0
val,TCGA-D7-6524,GS,2
val,TCGA-D7-8579,GS,2
val,TCGA-D7-A6EV,CIN,0
val,TCGA-D7-A6F0,CIN,0
val,TCGA-D7-A748,GS,2
val,TCGA-D7-A74A,CIN,0
val,TCGA-F1-A72C,CIN,0
val,TCGA-FP-7735,CIN,0
val,TCGA-FP-7916,EBV,1
val,TCGA-FP-8211,CIN,0
val,TCGA-FP-A9TM,CIN,0
val,TCGA-HU-A4GD,CIN,0
val,TCGA-HU-A4GN,MSI,3
val,TCGA-HU-A4GQ,MSI,3
val,TCGA-HU-A4H0,EBV,1
val,TCGA-IN-7806,CIN,0
val,TCGA-IN-A6RI,CIN,0
val,TCGA-IN-AB1X,CIN,0
val,TCGA-KB-A93J,CIN,0
val,TCGA-MX-A5UG,GS,2
val,TCGA-R5-A7O7,CIN,0
val,TCGA-R5-A7ZE,CIN,0
val,TCGA-R5-A7ZF,CIN,0
val,TCGA-RD-A7BS,GS,2
val,TCGA-VQ-A8DT,GS,2
val,TCGA-VQ-A8E7,CIN,0
val,TCGA-VQ-A8P8,GS,2
val,TCGA-VQ-A8PX,MSI,3
val,TCGA-VQ-A91K,MSI,3
val,TCGA-VQ-A91Z,CIN,0
val,TCGA-VQ-AA68,CIN,0
val,TCGA-VQ-AA6K,CIN,0
test,TCGA-3M-AB46,CIN,0
test,TCGA-BR-4357,CIN,0
test,TCGA-BR-4369,CIN,0
test,TCGA-BR-6456,CIN,0
test,TCGA-BR-6705,GS,2
test,TCGA-BR-6802,MSI,3
test,TCGA-BR-7703,MSI,3
test,TCGA-BR-7707,MSI,3
test,TCGA-BR-7723,CIN,0
test,TCGA-BR-7851,MSI,3
test,TCGA-BR-7958,EBV,1
test,TCGA-BR-8295,CIN,0
test,TCGA-BR-8364,GS,2
test,TCGA-BR-8371,GS,2
test,TCGA-BR-8381,EBV,1
test,TCGA-BR-8484,CIN,0
test,TCGA-BR-8486,CIN,0
test,TCGA-BR-8588,GS,2
test,TCGA-BR-8589,EBV,1
test,TCGA-BR-8591,MSI,3
test,TCGA-CD-5798,GS,2
test,TCGA-CD-8531,GS,2
test,TCGA-CD-8534,CIN,0
test,TCGA-CD-A48C,CIN,0
test,TCGA-CG-5717,GS,2
test,TCGA-CG-5719,CIN,0
test,TCGA-CG-5720,GS,2
test,TCGA-CG-5721,MSI,3
test,TCGA-CG-5724,CIN,0
test,TCGA-CG-5730,CIN,0
test,TCGA-D7-5577,EBV,1
test,TCGA-D7-6519,CIN,0
test,TCGA-D7-6521,CIN,0
test,TCGA-D7-8575,CIN,0
test,TCGA-D7-A6EX,CIN,0
test,TCGA-D7-A747,CIN,0
test,TCGA-F1-6177,MSI,3
test,TCGA-FP-8210,GS,2
test,TCGA-HU-8604,CIN,0
test,TCGA-HU-A4G8,MSI,3
test,TCGA-HU-A4H2,CIN,0
test,TCGA-HU-A4H8,MSI,3
test,TCGA-HU-A4HD,CIN,0
test,TCGA-IN-A7NU,CIN,0
test,TCGA-SW-A7EB,CIN,0
test,TCGA-VQ-A8PC,CIN,0
test,TCGA-VQ-A8PK,CIN,0
test,TCGA-VQ-A8PM,CIN,0
test,TCGA-VQ-A8PP,MSI,3
test,TCGA-VQ-A91A,CIN,0
test,TCGA-VQ-A927,GS,2
test,TCGA-VQ-A94R,CIN,0
test,TCGA-VQ-A94U,CIN,0
test,TCGA-VQ-AA6A,CIN,0
test,TCGA-VQ-AA6J,CIN,0
