split,sample_id,label,label_id
train,MOGONET_BRCA_TR_0175,Luminal A,3
train,MOGONET_BRCA_TR_0177,Luminal A,3
train,MOGONET_BRCA_TR_0178,Luminal A,3
train,MOGONET_BRCA_TR_0180,Luminal A,3
train,MOGONET_BRCA_TR_0181,Luminal B,4
train,MOGONET_BRCA_TR_0182,Luminal A,3
train,MOGONET_BRCA_TR_0183,Luminal A,3
train,MOGONET_BRCA_TR_0185,Luminal B,4
train,MOGONET_BRCA_TR_0186,Luminal B,4
train,MOGONET_BRCA_TR_0187,Luminal A,3
train,MOGONET_BRCA_TR_0188,Basal-like,1
train,MOGONET_BRCA_TR_0189,Luminal A,3
train,MOGONET_BRCA_TR_0190,Luminal B,4
train,MOGONET_BRCA_TR_0191,Luminal A,3
train,MOGONET_BRCA_TR_0192,Luminal B,4
train,MOGONET_BRCA_TR_0193,Luminal A,3
train,MOGONET_BRCA_TR_0195,Luminal A,3
train,MOGONET_BRCA_TR_0196,Luminal B,4
train,MOGONET_BRCA_TR_0197,Luminal A,3
train,MOGONET_BRCA_TR_0201,Basal-like,1
train,MOGONET_BRCA_TR_0202,Basal-like,1
train,MOGONET_BRCA_TR_0204,Luminal A,3
train,MOGONET_BRCA_TR_0205,Luminal A,3
train,MOGONET_BRCA_TR_0206,Luminal A,3
train,MOGONET_BRCA_TR_0207,Luminal A,3
train,MOGONET_BRCA_TR_0208,Luminal A,3
train,MOGONET_BRCA_TR_0209,Luminal A,3
train,MOGONET_BRCA_TR_0210,Normal-like,0
train,MOGONET_BRCA_TR_0211,Luminal A,3
train,MOGONET_BRCA_TR_0212,Luminal A,3
train,MOGONET_BRCA_TR_0213,Luminal A,3
train,MOGONET_BRCA_TR_0215,Basal-like,1
train,MOGONET_BRCA_TR_0216,Luminal A,3
train,MOGONET_BRCA_TR_0217,Luminal A,3
train,MOGONET_BRCA_TR_0218,Luminal A,3
train,MOGONET_BRCA_TR_0222,Luminal A,3
train,MOGONET_BRCA_TR_0223,Luminal A,3
train,MOGONET_BRCA_TR_0224,Luminal B,4
train,MOGONET_BRCA_TR_0226,HER2-enriched,2
train,MOGONET_BRCA_TR_0228,Luminal A,3
train,MOGONET_BRCA_TR_0229,Basal-like,1
train,MOGONET_BRCA_TR_0230,Luminal A,3
train,MOGONET_BRCA_TR_0231,Luminal A,3
train,MOGONET_BRCA_TR_0232,Basal-like,1
train,MOGONET_BRCA_TR_0234,Basal-like,1
train,MOGONET_BRCA_TR_0235,Normal-like,0
train,MOGONET_BRCA_TR_0236,Normal-like,0
train,MOGONET_BRCA_TR_0238,Luminal A,3
train,MOGONET_BRCA_TR_0239,Luminal B,4
train,MOGONET_BRCA_TR_0240,Luminal A,3
train,MOGONET_BRCA_TR_0241,Normal-like,0
train,MOGONET_BRCA_TR_0242,Basal-like,1
train,MOGONET_BRCA_TR_0244,Normal-like,0
train,MOGONET_BRCA_TR_0246,Luminal A,3
train,MOGONET_BRCA_TR_0247,Luminal A,3
train,MOGONET_BRCA_TR_0248,Luminal A,3
train,MOGONET_BRCA_TR_0250,Luminal B,4
train,MOGONET_BRCA_TR_0252,Luminal B,4
train,MOGONET_BRCA_TR_0254,Normal-like,0
train,MOGONET_BRCA_TR_0256,Luminal A,3
train,MOGONET_BRCA_TR_0257,Luminal B,4
train,MOGONET_BRCA_TR_0258,Luminal B,4
train,MOGONET_BRCA_TR_0259,Luminal B,4
train,MOGONET_BRCA_TR_0260,Luminal A,3
train,MOGONET_BRCA_TR_0261,Luminal A,3
train,MOGONET_BRCA_TR_0262,Luminal A,3
train,MOGONET_BRCA_TR_0263,Luminal B,4
train,MOGONET_BRCA_TR_0264,Luminal A,3
train,MOGONET_BRCA_TR_0265,Luminal B,4
train,MOGONET_BRCA_TR_0266,Luminal A,3
train,MOGONET_BRCA_TR_0267,Luminal A,3
train,MOGONET_BRCA_TR_0268,Luminal B,4
train,MOGONET_BRCA_TR_0270,Basal-like,1
train,MOGONET_BRCA_TR_0271,Luminal A,3
train,MOGONET_BRCA_TR_0273,Luminal A,3
train,MOGONET_BRCA_TR_0274,Luminal A,3
train,MOGONET_BRCA_TR_0275,Luminal A,3
train,MOGONET_BRCA_TR_0277,Luminal B,4
train,MOGONET_BRCA_TR_0278,Luminal A,3
train,MOGONET_BRCA_TR_0279,Luminal A,3
train,MOGONET_BRCA_TR_0282,Basal-like,1
train,MOGONET_BRCA_TR_0283,Basal-like,1
train,MOGONET_BRCA_TR_0286,Luminal A,3
train,MOGONET_BRCA_TR_0288,Luminal A,3
train,MOGONET_BRCA_TR_0289,Luminal B,4
train,MOGONET_BRCA_TR_0291,Luminal B,4
train,MOGONET_BRCA_TR_0293,Luminal A,3
train,MOGONET_BRCA_TR_0294,Luminal A,3
train,MOGONET_BRCA_TR_0295,Luminal A,3
train,MOGONET_BRCA_TR_0296,Luminal B,4
train,MOGONET_BRCA_TR_0297,Luminal A,3
train,MOGONET_BRCA_TR_0298,Normal-like,0
train,MOGONET_BRCA_TR_0299,Luminal A,3
train,MOGONET_BRCA_TR_0300,Luminal B,4
train,MOGONET_BRCA_TR_0301,Basal-like,1
train,MOGONET_BRCA_TR_0302,Luminal A,3
train,MOGONET_BRCA_TR_0303,Luminal A,3
train,MOGONET_BRCA_TR_0304,Normal-like,0
train,MOGONET_BRCA_TR_0305,Normal-like,0
train,MOGONET_BRCA_TR_0306,Normal-like,0
train,MOGONET_BRCA_TR_0307,Normal-like,0
train,MOGONET_BRCA_TR_0308,Luminal B,4
train,MOGONET_BRCA_TR_0310,Basal-like,1
train,MOGONET_BRCA_TR_0311,HER2-enriched,2
train,MOGONET_BRCA_TR_0313,Luminal A,3
train,MOGONET_BRCA_TR_0314,Normal-like,0
train,MOGONET_BRCA_TR_0315,Luminal A,3
train,MOGONET_BRCA_TR_0316,Basal-like,1
train,MOGONET_BRCA_TR_0318,Luminal B,4
train,MOGONET_BRCA_TR_0319,Basal-like,1
train,MOGONET_BRCA_TR_0320,Luminal A,3
train,MOGONET_BRCA_TR_0321,Luminal B,4
train,MOGONET_BRCA_TR_0322,Luminal B,4
train,MOGONET_BRCA_TR_0323,Normal-like,0
train,MOGONET_BRCA_TR_0326,Luminal A,3
train,MOGONET_BRCA_TR_0327,Luminal A,3
train,MOGONET_BRCA_TR_0328,Basal-like,1
train,MOGONET_BRCA_TR_0329,Basal-like,1
train,MOGONET_BRCA_TR_0331,HER2-enriched,2
train,MOGONET_BRCA_TR_0332,Luminal A,3
train,MOGONET_BRCA_TR_0334,Luminal B,4
train,MOGONET_BRCA_TR_0335,Luminal A,3
train,MOGONET_BRCA_TR_0336,Luminal A,3
train,MOGONET_BRCA_TR_0338,Luminal A,3
train,MOGONET_BRCA_TR_0339,Luminal A,3
train,MOGONET_BRCA_TR_0340,Normal-like,0
train,MOGONET_BRCA_TR_0341,Basal-like,1
train,MOGONET_BRCA_TR_0342,Luminal B,4
train,MOGONET_BRCA_TR_0343,Basal-like,1
train,MOGONET_BRCA_TR_0344,Luminal B,4
train,MOGONET_BRCA_TR_0345,Luminal A,3
train,MOGONET_BRCA_TR_0346,Luminal A,3
train,MOGONET_BRCA_TR_0347,Luminal A,3
train,MOGONET_BRCA_TR_0348,Luminal A,3
train,MOGONET_BRCA_TR_0349,Luminal A,3
train,MOGONET_BRCA_TR_0350,Normal-like,0
train,MOGONET_BRCA_TR_0351,Luminal A,3
train,MOGONET_BRCA_TR_0352,Normal-like,0
train,MOGONET_BRCA_TR_0353,Luminal A,3
train,MOGONET_BRCA_TR_0354,Basal-like,1
train,MOGONET_BRCA_TR_0355,Luminal A,3
train,MOGONET_BRCA_TR_0356,Luminal A,3
train,MOGONET_BRCA_TR_0358,Luminal A,3
train,MOGONET_BRCA_TR_0359,Basal-like,1
train,MOGONET_BRCA_TR_0361,Luminal A,3
train,MOGONET_BRCA_TR_0362,HER2-enriched,2
train,MOGONET_BRCA_TR_0363,Normal-like,0
train,MOGONET_BRCA_TR_0365,Luminal B,4
train,MOGONET_BRCA_TR_0366,Luminal A,3
train,MOGONET_BRCA_TR_0367,Luminal A,3
train,MOGONET_BRCA_TR_0368,Luminal A,3
train,MOGONET_BRCA_TR_0369,Luminal A,3
train,MOGONET_BRCA_TR_0370,Normal-like,0
train,MOGONET_BRCA_TR_0371,Basal-like,1
train,MOGONET_BRCA_TR_0372,Luminal A,3
train,MOGONET_BRCA_TR_0373,Luminal A,3
train,MOGONET_BRCA_TR_0374,Luminal A,3
train,MOGONET_BRCA_TR_0376,Luminal A,3
train,MOGONET_BRCA_TR_0377,Luminal A,3
train,MOGONET_BRCA_TR_0378,Luminal A,3
train,MOGONET_BRCA_TR_0379,Normal-like,0
train,MOGONET_BRCA_TR_0380,Basal-like,1
train,MOGONET_BRCA_TR_0385,Normal-like,0
train,MOGONET_BRCA_TR_0386,Luminal B,4
train,MOGONET_BRCA_TR_0387,Luminal B,4
train,MOGONET_BRCA_TR_0389,Luminal A,3
train,MOGONET_BRCA_TR_0390,Luminal B,4
train,MOGONET_BRCA_TR_0392,HER2-enriched,2
train,MOGONET_BRCA_TR_0394,Luminal A,3
train,MOGONET_BRCA_TR_0395,Luminal A,3
train,MOGONET_BRCA_TR_0396,Luminal A,3
train,MOGONET_BRCA_TR_0397,Luminal A,3
train,MOGONET_BRCA_TR_0398,Luminal B,4
train,MOGONET_BRCA_TR_0400,Luminal B,4
train,MOGONET_BRCA_TR_0401,Luminal B,4
train,MOGONET_BRCA_TR_0402,Normal-like,0
train,MOGONET_BRCA_TR_0403,HER2-enriched,2
train,MOGONET_BRCA_TR_0404,Normal-like,0
train,MOGONET_BRCA_TR_0405,Luminal A,3
train,MOGONET_BRCA_TR_0406,Luminal A,3
train,MOGONET_BRCA_TR_0407,Normal-like,0
train,MOGONET_BRCA_TR_0408,Luminal A,3
train,MOGONET_BRCA_TR_0409,Luminal B,4
train,MOGONET_BRCA_TR_0411,Luminal A,3
train,MOGONET_BRCA_TR_0412,Luminal A,3
train,MOGONET_BRCA_TR_0413,Luminal B,4
train,MOGONET_BRCA_TR_0414,Normal-like,0
train,MOGONET_BRCA_TR_0415,Luminal A,3
train,MOGONET_BRCA_TR_0416,Luminal A,3
train,MOGONET_BRCA_TR_0417,Luminal A,3
train,MOGONET_BRCA_TR_0418,Luminal A,3
train,MOGONET_BRCA_TR_0419,Normal-like,0
train,MOGONET_BRCA_TR_0420,Normal-like,0
train,MOGONET_BRCA_TR_0423,Basal-like,1
train,MOGONET_BRCA_TR_0424,HER2-enriched,2
train,MOGONET_BRCA_TR_0425,HER2-enriched,2
train,MOGONET_BRCA_TR_0427,Luminal A,3
train,MOGONET_BRCA_TR_0429,Luminal A,3
train,MOGONET_BRCA_TR_0430,Normal-like,0
train,MOGONET_BRCA_TR_0431,Luminal B,4
train,MOGONET_BRCA_TR_0432,Normal-like,0
train,MOGONET_BRCA_TR_0433,Luminal A,3
train,MOGONET_BRCA_TR_0434,Luminal A,3
train,MOGONET_BRCA_TR_0435,HER2-enriched,2
train,MOGONET_BRCA_TR_0436,Normal-like,0
train,MOGONET_BRCA_TR_0438,Luminal A,3
train,MOGONET_BRCA_TR_0439,Luminal A,3
train,MOGONET_BRCA_TR_0440,Normal-like,0
train,MOGONET_BRCA_TR_0441,Luminal A,3
train,MOGONET_BRCA_TR_0442,Luminal B,4
train,MOGONET_BRCA_TR_0443,Basal-like,1
train,MOGONET_BRCA_TR_0444,Luminal B,4
train,MOGONET_BRCA_TR_0445,Luminal A,3
train,MOGONET_BRCA_TR_0447,Luminal A,3
train,MOGONET_BRCA_TR_0448,Basal-like,1
train,MOGONET_BRCA_TR_0449,Luminal B,4
train,MOGONET_BRCA_TR_0451,Luminal A,3
train,MOGONET_BRCA_TR_0452,Luminal B,4
train,MOGONET_BRCA_TR_0453,Luminal B,4
train,MOGONET_BRCA_TR_0454,Luminal A,3
train,MOGONET_BRCA_TR_0455,Luminal A,3
train,MOGONET_BRCA_TR_0456,Luminal A,3
train,MOGONET_BRCA_TR_0457,Luminal A,3
train,MOGONET_BRCA_TR_0458,Normal-like,0
train,MOGONET_BRCA_TR_0460,Basal-like,1
train,MOGONET_BRCA_TR_0461,Luminal A,3
train,MOGONET_BRCA_TR_0463,Luminal B,4
train,MOGONET_BRCA_TR_0464,Luminal A,3
train,MOGONET_BRCA_TR_0465,Luminal A,3
train,MOGONET_BRCA_TR_0466,Luminal A,3
train,MOGONET_BRCA_TR_0467,Luminal A,3
train,MOGONET_BRCA_TR_0468,Luminal B,4
train,MOGONET_BRCA_TR_0469,Basal-like,1
train,MOGONET_BRCA_TR_0470,Luminal A,3
train,MOGONET_BRCA_TR_0471,Normal-like,0
train,MOGONET_BRCA_TR_0472,HER2-enriched,2
train,MOGONET_BRCA_TR_0473,Luminal B,4
train,MOGONET_BRCA_TR_0476,Luminal B,4
train,MOGONET_BRCA_TR_0478,Luminal A,3
train,MOGONET_BRCA_TR_0479,Luminal A,3
train,MOGONET_BRCA_TR_0480,Luminal B,4
train,MOGONET_BRCA_TR_0482,Normal-like,0
train,MOGONET_BRCA_TR_0483,Luminal A,3
train,MOGONET_BRCA_TR_0484,Luminal A,3
train,MOGONET_BRCA_TR_0485,Normal-like,0
train,MOGONET_BRCA_TR_0486,Luminal A,3
train,MOGONET_BRCA_TR_0487,HER2-enriched,2
train,MOGONET_BRCA_TR_0488,Luminal A,3
train,MOGONET_BRCA_TR_0490,Basal-like,1
train,MOGONET_BRCA_TR_0492,Normal-like,0
train,MOGONET_BRCA_TR_0493,Normal-like,0
train,MOGONET_BRCA_TR_0494,HER2-enriched,2
train,MOGONET_BRCA_TR_0495,Luminal A,3
train,MOGONET_BRCA_TR_0496,Luminal A,3
train,MOGONET_BRCA_TR_0497,Normal-like,0
train,MOGONET_BRCA_TR_0498,Luminal A,3
train,MOGONET_BRCA_TR_0499,Luminal A,3
train,MOGONET_BRCA_TR_0501,Luminal A,3
train,MOGONET_BRCA_TR_0502,Basal-like,1
train,MOGONET_BRCA_TR_0504,Normal-like,0
train,MOGONET_BRCA_TR_0506,Luminal A,3
train,MOGONET_BRCA_TR_0507,Normal-like,0
train,MOGONET_BRCA_TR_0508,Luminal B,4
train,MOGONET_BRCA_TR_0509,Basal-like,1
train,MOGONET_BRCA_TR_0512,Luminal A,3
train,MOGONET_BRCA_TR_0513,Luminal A,3
train,MOGONET_BRCA_TR_0515,Luminal B,4
train,MOGONET_BRCA_TR_0516,Luminal A,3
train,MOGONET_BRCA_TR_0517,Luminal B,4
train,MOGONET_BRCA_TR_0518,Basal-like,1
train,MOGONET_BRCA_TR_0520,Basal-like,1
train,MOGONET_BRCA_TR_0521,Luminal A,3
train,MOGONET_BRCA_TR_0522,Luminal A,3
train,MOGONET_BRCA_TR_0523,Basal-like,1
train,MOGONET_BRCA_TR_0526,Luminal A,3
train,MOGONET_BRCA_TR_0527,Normal-like,0
train,MOGONET_BRCA_TR_0528,Basal-like,1
train,MOGONET_BRCA_TR_0529,Luminal B,4
train,MOGONET_BRCA_TR_0530,Luminal A,3
train,MOGONET_BRCA_TR_0531,Basal-like,1
train,MOGONET_BRCA_TR_0532,Luminal A,3
train,MOGONET_BRCA_TR_0534,Luminal A,3
train,MOGONET_BRCA_TR_0535,Luminal A,3
train,MOGONET_BRCA_TR_0537,Luminal B,4
train,MOGONET_BRCA_TR_0538,Luminal A,3
train,MOGONET_BRCA_TR_0540,Luminal A,3
train,MOGONET_BRCA_TR_0541,Basal-like,1
train,MOGONET_BRCA_TR_0542,Luminal A,3
train,MOGONET_BRCA_TR_0544,Luminal A,3
train,MOGONET_BRCA_TR_0545,Basal-like,1
train,MOGONET_BRCA_TR_0547,Luminal A,3
train,MOGONET_BRCA_TR_0548,Luminal A,3
train,MOGONET_BRCA_TR_0549,Luminal A,3
train,MOGONET_BRCA_TR_0550,Luminal A,3
train,MOGONET_BRCA_TR_0552,Luminal A,3
train,MOGONET_BRCA_TR_0553,Normal-like,0
train,MOGONET_BRCA_TR_0554,HER2-enriched,2
train,MOGONET_BRCA_TR_0555,Luminal B,4
train,MOGONET_BRCA_TR_0556,Basal-like,1
train,MOGONET_BRCA_TR_0559,Basal-like,1
train,MOGONET_BRCA_TR_0560,Luminal B,4
train,MOGONET_BRCA_TR_0561,Basal-like,1
train,MOGONET_BRCA_TR_0563,Normal-like,0
train,MOGONET_BRCA_TR_0566,Luminal A,3
train,MOGONET_BRCA_TR_0568,Basal-like,1
train,MOGONET_BRCA_TR_0569,Basal-like,1
train,MOGONET_BRCA_TR_0570,Luminal A,3
train,MOGONET_BRCA_TR_0571,Luminal A,3
train,MOGONET_BRCA_TR_0572,Luminal A,3
train,MOGONET_BRCA_TR_0573,Luminal A,3
train,MOGONET_BRCA_TR_0574,HER2-enriched,2
train,MOGONET_BRCA_TR_0575,Basal-like,1
train,MOGONET_BRCA_TR_0577,Luminal A,3
train,MOGONET_BRCA_TR_0578,Luminal B,4
train,MOGONET_BRCA_TR_0579,Basal-like,1
train,MOGONET_BRCA_TR_0580,Luminal A,3
train,MOGONET_BRCA_TR_0582,Luminal A,3
train,MOGONET_BRCA_TR_0583,Luminal B,4
train,MOGONET_BRCA_TR_0585,Basal-like,1
train,MOGONET_BRCA_TR_0586,Basal-like,1
train,MOGONET_BRCA_TR_0588,Luminal B,4
train,MOGONET_BRCA_TR_0590,Basal-like,1
train,MOGONET_BRCA_TR_0591,Normal-like,0
train,MOGONET_BRCA_TR_0592,Luminal A,3
train,MOGONET_BRCA_TR_0593,Luminal A,3
train,MOGONET_BRCA_TR_0594,Luminal A,3
train,MOGONET_BRCA_TR_0595,Luminal A,3
train,MOGONET_BRCA_TR_0596,Normal-like,0
train,MOGONET_BRCA_TR_0597,HER2-enriched,2
train,MOGONET_BRCA_TR_0599,Normal-like,0
train,MOGONET_BRCA_TR_0600,Luminal B,4
train,MOGONET_BRCA_TR_0603,Luminal A,3
train,MOGONET_BRCA_TR_0604,Luminal A,3
train,MOGONET_BRCA_TR_0605,Normal-like,0
train,MOGONET_BRCA_TR_0606,Luminal B,4
train,MOGONET_BRCA_TR_0607,Normal-like,0
train,MOGONET_BRCA_TR_0609,Basal-like,1
train,MOGONET_BRCA_TR_0610,HER2-enriched,2
train,MOGONET_BRCA_TR_0611,Luminal A,3
train,MOGONET_BRCA_TR_0612,Luminal A,3
val,MOGONET_BRCA_TR_0005,Basal-like,1
val,MOGONET_BRCA_TR_0006,Luminal A,3
val,MOGONET_BRCA_TR_0013,Normal-like,0
val,MOGONET_BRCA_TR_0014,Basal-like,1
val,MOGONET_BRCA_TR_0016,Normal-like,0
val,MOGONET_BRCA_TR_0023,Luminal A,3
val,MOGONET_BRCA_TR_0033,Luminal B,4
val,MOGONET_BRCA_TR_0037,Basal-like,1
val,MOGONET_BRCA_TR_0041,Basal-like,1
val,MOGONET_BRCA_TR_0050,Luminal B,4
val,MOGONET_BRCA_TR_0054,Basal-like,1
val,MOGONET_BRCA_TR_0061,Luminal B,4
val,MOGONET_BRCA_TR_0083,Luminal A,3
val,MOGONET_BRCA_TR_0085,Luminal A,3
val,MOGONET_BRCA_TR_0098,Basal-like,1
val,MOGONET_BRCA_TR_0109,Luminal A,3
val,MOGONET_BRCA_TR_0110,Luminal A,3
val,MOGONET_BRCA_TR_0123,Luminal A,3
val,MOGONET_BRCA_TR_0124,Luminal B,4
val,MOGONET_BRCA_TR_0125,Normal-like,0
val,MOGONET_BRCA_TR_0134,Luminal B,4
val,MOGONET_BRCA_TR_0136,Luminal B,4
val,MOGONET_BRCA_TR_0157,Luminal A,3
val,MOGONET_BRCA_TR_0159,Basal-like,1
val,MOGONET_BRCA_TR_0164,Basal-like,1
val,MOGONET_BRCA_TR_0176,Basal-like,1
