split,sample_id,label,label_id
train,BH-A0HP,LumA,0
train,BH-A0RX,Basal,2
train,BH-A0W5,LumA,0
train,BH-A18L,LumB,1
train,BH-A18M,LumA,0
train,BH-A18Q,Basal,2
train,BH-A18V,Basal,2
train,BH-A1ES,LumA,0
train,BH-A1EU,LumA,0
train,BH-A1EV,Her2,3
train,BH-A1EX,LumA,0
train,BH-A1F0,Basal,2
train,BH-A1F6,Basal,2
train,BH-A1F8,LumB,1
train,BH-A1FD,LumB,1
train,BH-A1FE,LumA,0
train,BH-A1FG,LumA,0
train,BH-A1FJ,LumB,1
train,BH-A1FL,LumA,0
train,BH-A1FM,LumB,1
train,BH-A1FN,LumB,1
train,BH-A201,LumA,0
train,BH-A203,Her2,3
train,BH-A209,LumB,1
train,BH-A28Q,LumA,0
train,BH-A2L8,LumA,0
train,C8-A12K,Basal,2
train,C8-A12P,Her2,3
train,C8-A12W,LumB,1
train,C8-A12Z,Her2,3
train,C8-A131,Basal,2
train,C8-A135,Her2,3
train,C8-A137,Her2,3
train,C8-A1HE,LumA,0
train,C8-A1HG,LumB,1
train,C8-A1HI,LumA,0
train,C8-A1HK,Her2,3
train,C8-A1HL,LumB,1
train,C8-A26W,LumB,1
train,C8-A26X,Her2,3
train,C8-A26Y,Her2,3
train,C8-A26Z,LumA,0
train,C8-A278,Her2,3
train,C8-A27A,LumB,1
train,C8-A27B,Basal,2
train,C8-A3M8,LumB,1
train,D8-A142,Basal,2
train,D8-A145,LumA,0
train,D8-A146,LumA,0
train,D8-A1J8,LumB,1
train,D8-A1J9,LumB,1
train,D8-A1JB,LumA,0
train,D8-A1JC,LumB,1
train,D8-A1JD,LumB,1
train,D8-A1JF,Her2,3
train,D8-A1JH,LumA,0
train,D8-A1JI,LumB,1
train,D8-A1JJ,LumB,1
train,D8-A1JK,Basal,2
train,D8-A1JL,Basal,2
train,D8-A1JM,Basal,2
train,D8-A1JP,LumA,0
train,D8-A1JS,LumA,0
train,D8-A1JT,LumB,1
train,D8-A1X6,LumB,1
train,D8-A1X8,LumA,0
train,D8-A1X9,LumA,0
train,D8-A1XA,LumA,0
train,D8-A1XB,LumA,0
train,D8-A1XC,LumA,0
train,D8-A1XF,LumB,1
train,D8-A1XG,LumA,0
train,D8-A1XL,LumB,1
train,D8-A1XM,LumA,0
train,D8-A1XQ,Basal,2
train,D8-A1XR,LumB,1
train,D8-A1XS,LumB,1
train,D8-A1XT,Her2,3
train,D8-A1XU,LumA,0
train,D8-A1XV,LumA,0
train,D8-A1XY,LumA,0
train,D8-A1Y0,LumA,0
train,D8-A1Y1,LumB,1
train,D8-A1Y3,LumB,1
train,D8-A27E,LumA,0
train,D8-A27G,LumA,0
train,D8-A27H,Basal,2
train,D8-A27I,LumA,0
train,D8-A27K,LumA,0
train,D8-A27M,Basal,2
train,D8-A27N,LumB,1
train,D8-A27R,LumB,1
train,D8-A27T,LumA,0
train,D8-A27V,LumA,0
train,D8-A27W,LumB,1
train,E2-A10B,LumA,0
train,E2-A10C,LumB,1
train,E2-A14N,Basal,2
train,E2-A14P,Her2,3
train,E2-A14Q,LumA,0
train,E2-A14V,Her2,3
train,E2-A14X,Basal,2
train,E2-A14Y,Basal,2
train,E2-A14Z,LumA,0
train,E2-A150,Basal,2
train,E2-A153,LumA,0
train,E2-A154,LumA,0
train,E2-A158,Basal,2
train,E2-A15D,LumA,0
train,E2-A15G,LumA,0
train,E2-A15O,LumA,0
train,E2-A15P,LumA,0
train,E2-A1AZ,Basal,2
train,E2-A1B0,Her2,3
train,E2-A1B1,LumA,0
train,E2-A1BC,LumA,0
train,E2-A1BD,LumA,0
train,E2-A1IG,LumA,0
train,E2-A1IL,LumA,0
train,E2-A1IU,LumA,0
train,E2-A1L6,LumA,0
train,E2-A1L7,LumB,1
train,E2-A1LB,Her2,3
train,E9-A1N5,LumA,0
train,E9-A1N6,LumB,1
train,E9-A1N8,Basal,2
train,E9-A1N9,Basal,2
train,E9-A1NA,LumB,1
train,E9-A1ND,Basal,2
train,E9-A1NF,LumB,1
train,E9-A1NH,LumA,0
train,E9-A1NI,LumB,1
train,E9-A1QZ,LumA,0
train,E9-A1R2,LumA,0
train,E9-A1R3,LumA,0
train,E9-A1R4,LumB,1
train,E9-A1R5,LumA,0
train,E9-A1R7,LumB,1
train,E9-A1RC,LumA,0
train,E9-A1RD,LumA,0
train,E9-A1RE,LumB,1
train,E9-A1RF,LumA,0
train,E9-A1RH,Her2,3
train,E9-A1RI,LumA,0
train,E9-A226,LumB,1
train,E9-A227,LumA,0
train,E9-A228,LumB,1
train,E9-A229,LumA,0
train,E9-A22B,LumA,0
train,E9-A22D,LumB,1
train,E9-A22E,LumB,1
train,E9-A243,Basal,2
train,E9-A244,Basal,2
train,E9-A245,LumA,0
train,E9-A247,LumA,0
train,E9-A248,Her2,3
train,E9-A249,LumB,1
train,E9-A24A,LumA,0
train,E9-A295,LumA,0
train,E9-A2JT,LumA,0
train,EW-A1IX,LumA,0
train,EW-A1J1,LumA,0
train,EW-A1OV,Her2,3
train,EW-A1OW,Basal,2
train,EW-A1OX,LumB,1
train,EW-A1OY,LumB,1
train,EW-A1P0,LumB,1
train,EW-A1P4,Basal,2
train,EW-A1P5,LumA,0
train,EW-A1P8,Basal,2
train,EW-A1PA,LumA,0
train,EW-A2FS,LumA,0
train,EW-A2FV,LumA,0
train,EW-A2FW,LumB,1
train,GI-A2C8,LumA,0
train,GI-A2C9,Basal,2
train,GM-A2DB,Her2,3
train,GM-A2DC,LumA,0
train,GM-A2DF,Basal,2
train,GM-A2DH,Her2,3
train,GM-A2DI,LumA,0
train,GM-A2DK,LumA,0
train,GM-A2DL,LumA,0
train,GM-A2DM,LumA,0
train,GM-A2DN,LumA,0
train,GM-A2DO,LumB,1
val,A1-A0SF,LumA,0
val,A2-A04N,LumA,0
val,A2-A04P,Basal,2
val,A2-A04Q,Basal,2
val,A2-A04T,Basal,2
val,A2-A0CM,Basal,2
val,A2-A0EW,LumA,0
val,A2-A0SX,Basal,2
val,A2-A0YI,LumA,0
val,A2-A25E,LumB,1
val,A7-A13D,Basal,2
val,A7-A13E,Basal,2
val,A8-A06R,LumB,1
val,A8-A07F,LumA,0
val,A8-A08L,Her2,3
val,A8-A08P,LumB,1
val,A8-A09B,LumA,0
val,AC-A2B8,LumA,0
val,AC-A2BM,LumB,1
val,AO-A12F,Basal,2
val,AO-A1KT,LumB,1
val,AQ-A1H2,LumA,0
val,AR-A0TS,Basal,2
val,AR-A24L,LumA,0
val,AR-A2LK,LumB,1
val,AR-A2LN,LumA,0
val,B6-A0RH,Her2,3
val,BH-A0BA,LumA,0
val,BH-A0BO,LumA,0
val,BH-A0DG,LumA,0
val,BH-A0DH,LumA,0
val,BH-A0EA,LumA,0
val,BH-A0EI,LumA,0
val,BH-A0W4,LumA,0
val,BH-A18P,Her2,3
val,BH-A1EN,Her2,3
val,BH-A1ET,LumA,0
val,BH-A1EY,LumA,0
val,BH-A1F5,LumA,0
val,BH-A1FB,LumA,0
val,BH-A1FC,Basal,2
val,BH-A1FH,LumA,0
val,BH-A1FR,LumA,0
val,C8-A12V,Basal,2
val,C8-A12Y,LumA,0
val,C8-A134,Basal,2
val,C8-A1HF,Her2,3
val,C8-A1HJ,Basal,2
val,C8-A1HM,LumB,1
val,C8-A1HN,LumB,1
val,C8-A26V,LumB,1
val,C8-A3M7,LumA,0
val,D8-A143,Basal,2
val,D8-A147,Basal,2
val,D8-A1JA,Her2,3
val,D8-A1X7,LumB,1
val,D8-A1XD,LumA,0
val,D8-A1XJ,Her2,3
val,D8-A1XO,LumA,0
val,D8-A1XZ,LumB,1
val,D8-A1Y2,LumB,1
val,D8-A27L,LumA,0
val,E2-A152,Her2,3
val,E2-A1L8,LumA,0
val,E2-A1LK,Basal,2
val,E9-A1N4,LumA,0
val,E9-A1NE,LumA,0
val,E9-A1NG,LumA,0
val,E9-A22A,LumB,1
val,E9-A2JS,LumB,1
val,E9-A3Q9,LumA,0
val,EW-A1J2,LumA,0
val,EW-A1J3,LumA,0
val,EW-A1J5,LumA,0
val,EW-A1OZ,LumB,1
val,EW-A1PB,Basal,2
val,EW-A1PE,LumA,0
test,A1-A0SJ,LumA,0
test,A2-A0T3,LumB,1
test,A2-A0T6,LumA,0
test,A2-A0YL,LumA,0
test,A2-A1FV,LumA,0
test,A2-A25C,LumB,1
test,A7-A0CE,Basal,2
test,A7-A3J0,LumA,0
test,A8-A084,LumB,1
test,A8-A09A,LumA,0
test,AC-A23C,LumA,0
test,AC-A2BK,Basal,2
test,AC-A2FG,LumA,0
test,AC-A3HN,LumA,0
test,AN-A0XU,Basal,2
test,AO-A0J6,Basal,2
test,AO-A1KP,LumB,1
test,AR-A0TX,Her2,3
test,AR-A1AI,Basal,2
test,AR-A1AL,LumA,0
test,AR-A1AX,LumA,0
test,AR-A24R,LumB,1
test,AR-A254,Her2,3
test,AR-A2LO,LumA,0
test,B6-A0I2,Basal,2
test,B6-A0IO,LumA,0
test,B6-A0RO,LumA,0
test,B6-A0RU,Basal,2
test,B6-A0X1,Basal,2
test,BH-A0B2,LumA,0
test,BH-A0BC,LumA,0
test,BH-A0BJ,LumA,0
test,BH-A0BP,LumA,0
test,BH-A0BW,Basal,2
test,BH-A0BZ,LumB,1
test,BH-A0E1,LumA,0
test,BH-A0GY,LumA,0
test,BH-A18G,Basal,2
test,BH-A18N,LumA,0
test,BH-A18R,Her2,3
test,BH-A1EO,LumA,0
test,BH-A1F2,LumB,1
test,BH-A202,LumB,1
test,BH-A204,LumB,1
test,C8-A12L,Her2,3
test,C8-A12Q,Her2,3
test,C8-A12T,Her2,3
test,C8-A12U,LumB,1
test,C8-A1HO,LumA,0
test,C8-A273,LumA,0
test,C8-A274,LumB,1
test,C8-A275,Her2,3
test,D8-A1JE,LumB,1
test,D8-A1JN,LumA,0
test,D8-A1JU,LumA,0
test,D8-A1XK,Basal,2
test,D8-A27F,Basal,2
test,D8-A27P,LumA,0
test,E2-A156,LumA,0
test,E2-A159,Basal,2
test,E2-A15C,LumA,0
test,E2-A15I,LumA,0
test,E2-A1LG,Basal,2
test,E2-A1LL,Basal,2
test,E2-A3DX,LumA,0
test,E9-A1N3,LumA,0
test,E9-A1R0,LumA,0
test,E9-A1R6,LumA,0
test,E9-A1RB,LumB,1
test,E9-A22G,Basal,2
test,E9-A22H,LumB,1
test,E9-A3HO,LumB,1
test,EW-A1P3,LumA,0
test,EW-A2FR,Her2,3
test,GM-A2D9,LumA,0
test,GM-A3NY,LumA,0
test,HN-A2NL,Basal,2
